IDS
118075
48330
152383
245565
47556
4255
353036
154635
791596
332903
551396
47811
1415506
1360860
51431
791164
130024
551442
124458
126608
67880
54644
52601
71362
64695
127056
60337
123711
1458839
68611
56402
134216
552152
48899
157268
156406
67916
4730
49175
54544
71057
3
49041
136329
1303731
47126
551391
2
48516
47903
6912
26909
47115
559248
47380
52345
48382
47201
85493
49155
53922
48377
19350
47651
47151
152032
47363
47379
48712
573
1456301
71306
764795
129762
499859
58770
69967
793487
136336
1323567
55849
85549
69913
15964
55523
474466
53277
50623
50815
51429
48894
1122192
48809
5562
117869
48526
49035
52526
480704
123443
785240
1443223
62164
5059
67918
48011
340493
56256
67425
196963
1555655
26039
1583761
53401
123752
59109
67340
71051
128713
26085
30764
6915
273618
52672
58137
858352
51405
57168
565392
169171
48035
49666
518873
3892
68089
148288
170437
157843
75279
1616972
5060
75405
158672
122055
565086
75654
131150
215409
75870
20044
1644771
1019864
42043
155093
194163
207151
124442
57872
117867
274384
124445
202437
57892
7498
72324
169043
1536846
8618
172049
220933
63108
416512
57889
164314
175635
104419
906
165246
131045
78023
44311
78085
367289
85493
48943
550853
27250
369708
57933
162620
125310
53298
127699
199946
83139
19350
42077
41638
157833
1491719
58892
51536
1579017
48774
126866
27727
6316
131568
52993
118370
123361
3545
117963
42223
180008
1413430
47743
52470
52530
136329
167068
47561
44575
117100
168757
79039
201421
52118
131560
162903
163098
1092964
69940
58362
43584
48422
47382
450136
18161
513917
796031
52714
129418
161924
179189
219474
80711
169178
85098
9139
169488
48363
127015
169770
68403
128053
410641
62164
68766
57277
172725
64988
157987
48419
370786
58050
479076
489623
75588
461542
59128
70040
42048
47144
370562
49048
3849
160380
53275
455517
127284
78326
264267
48712
119127
701656
72293
47380
328240
78882
168395
30985
59035
53201
60240
120934
240814
59654
194790
133335
932649
204775
1651487
60490
55538
332640
77988
47450
12951
49624
499671
161496
76752
240437
54884
76852
162556
143586
954006
347194
731595
852222
46260
125461
64117
83104
120944
196397
1617175
121968
50815
3
56264
75746
1473853
47903
974274
134218
159807
56617
50199
1525548
78245
53995
228038
1456301
58772
47126
151767
145366
202643
77132
157373
148365
473
55486
465331
328280
498875
1520707
3954
224119
149882
623746
462013
165552
120156
1493134
634860
8229
58224
161639
70034
196963
162114
514533
112867
126702
169878
513630
121959
498722
3454
148052
121278
1451386
199621
67731
49220
5074
51047
158562
273862
7120
56760
400267
484382
501464
160546
1056376
78225
775725
78268
129164
830781
180007
68405
78572
57903
501675
123443
154250
60147
1605688
1529315
81804
77167
163436
5305
10684
1423801
163811
292065
145088
475960
995660
133207
12961
224058
54777
69857
161462
141084
58073
218321
354227
135484
528433
143722
77105
169765
205463
125055
129424
79521
75286
1617172
69972
120479
39566
432813
122056
49507
325337
117938
84359
381735
48865
78264
417933
10257
63893
91173
56611
62239
47851
119933
49041
126698
122604
53267
58308
959366
77156
49540
163259
61267
47780
430531
47203
48956
209238
508600
122702
1653073
58054
76451
161747
76652
448620
792987
205079
55955
48011
48226
80763
145721
58087
67916
169272
169400
79292
169518
145371
64715
5097
52326
5063
120596
158625
47776
75738
67344
64017
126608
67823
129885
48571
5206
159678
131242
76168
368235
48626
840623
81159
1422116
559248
227561
175450
1592845
9420
60734
167289
36189
1569126
47130
53424
49262
62163
47201
125615
979413
77311
58455
203705
104251
58636
77706
62351
133289
48445
165299
77989
263653
292084
69913
18209
307359
49352
58057
85722
280785
314307
76820
162613
162660
61535
1273906
1060564
47785
129362
281758
157960
75260
961806
157997
49548
55849
67846
71127
75586
42241
5020
75933
118512
508839
55529
319399
54607
1415105
18236
7643
70254
78263
119980
1021156
47651
166186
8335
47299
78462
166749
68131
1616267
58230
85383
78711
48256
229443
48959
85421
78847
48678
9864
219882
162924
470236
896124
123506
163590
126416
164249
278717
50339
53145
1109245
165701
25473
64657
48824
155802
152887
39680
54167
69831
47194
47558
1513634
71047
26041
67898
928287
200958
1151319
49501
142977
791584
71416
55335
56456
813978
1037541
120906
332905
71421
50313
774780
552151
867715
1110081
49660
1443445
71295
157457
152105
39539
85999
3726
71280
774984
24736
47555
67567
64684
175611
127425
793883
71467
71557
71604
57774
48836
47181
47218
47114
50814
47362
47167
47169
47120
794115
184884
848320
47733
48874
133387
50279
246139
51816
48717
48797
47533
48623
332906
1443219
120474
775797
84719
67326
372763
47539
53581
117423
202756
67877
47314
49289
47534
48423
69968
48221
51879
1094471
792674
47781
69910
49205
48889
21359
123763
47549
995100
55154
83796
52849
53930
53400
67334
67339
79154
51305
7513
47603
47378
127044
57920
61903
53387
67877
58139
58276
57348
71948
118395
117731
158644
55474
58369
1571746
79721
56318
83914
116999
372868
47868
4257
48934
698726
121792
167517
51092
128653
62550
1568939
44902
254907
4644
208739
55367
130906
19812
335597
61992
48384
62063
47845
71232
148438
367161
48537
278566
481699
322582
129509
47485
120875
156872
54141
334100
62928
161143
52134
335785
512251
130888
47836
785517
50814
75298
144207
75660
128144
127425
55244
51593
81960
49668
68553
52078
168694
56996
123692
51822
505194
162914
179596
163916
50854
48505
163952
3869
47121
57874
55923
208880
50766
72376
118104
70037
773039
778800
79219
79286
179059
55007
60541
123237
76567
98945
482580
56726
295763
546177
53910
75326
284503
1114033
506117
57689
567033
283377
55829
9083
123070
1559249
97926
47534
72257
122221
179205
78363
203926
201315
69968
553515
118179
49136
498511
149014
1426670
49916
71047
1276041
55468
793678
1537057
586147
85325
77305
83198
494603
367290
54895
140119
48714
41777
50931
132207
169738
72118
56032
52667
1251448
143875
1138097
250244
558426
36514
120474
75517
1136682
55950
344926
60982
81709
84305
70395
253957
50198
48561
160825
58532
132700
55556
47902
901819
29044
184884
60457
1616198
118173
83524
851026
46017
60980
167664
168768
162855
55569
144479
1349541
82407
367288
77497
463332
122662
60447
555969
123763
16028
56766
58089
50621
79350
867715
543599
340840
971846
117445
240441
64128
162770
58984
6930
506121
47362
286843
159124
75861
1179953
172900
54858
159779
7464
160364
119073
512278
59441
216865
165726
69999
42220
461783
67752
705158
300464
851949
504616
58231
135663
9424
848320
1613594
78777
54812
58738
4496
148445
49138
117615
49010
488744
40086
51970
63236
48623
15560
47360
128769
502885
164861
254494
63697
1225593
165375
474210
170397
63552
792986
76728
10325
1074947
204454
47167
214018
350112
47120
27447
159434
67574
448980
55273
171293
489286
122224
166412
47757
1503279
166336
53181
133661
167274
78700
203807
367273
163114
67815
72152
199841
77347
221096
1650411
870917
959326
12024
77709
241368
81043
49337
1493168
62806
169590
84812
76515
76566
129375
120505
116340
1510760
54999
81986
212280
52546
6933
6951
58109
199298
47169
1068235
47558
57854
160295
80544
15256
76393
61323
160455
1563799
274370
117766
49395
54412
48824
110128
123511
167651
55139
230002
134103
52348
4665
163182
47114
351004
870496
62659
54597
77835
632705
131599
47213
211345
131583
135560
170401
123000
4765
76610
59243
77059
6427
58920
75444
179745
50822
57912
203155
133104
62811
400629
432163
119792
864874
69388
166385
48717
78513
78570
55104
167532
495939
168600
325320
12936
132685
49325
15156
55154
1424203
366239
23930
164035
58458
56825
165153
41880
55922
14984
4312
1262634
71410
50361
157223
84225
48694
551421
1020284
3784
51120
144117
156933
151817
60444
156952
1623
551313
152890
576365
57775
53512
157097
774639
152371
152582
127352
85119
68096
67948
127043
68038
55878
55708
53660
272579
120131
349868
121038
48165
4628
156736
764917
48921
51121
791904
130025
211194
473790
47125
47132
47163
48796
47119
47693
47852
47562
51885
51821
58321
68220
47178
59911
26718
47148
52469
47161
48248
129763
1456299
48289
47792
55502
47599
60244
47118
1094814
47729
47744
47623
1458852
2715
39532
48932
48386
48340
85525
1443221
5067
48064
48222
13547
53279
81769
117928
58935
1094436
49147
71662
47684
117930
339397
47491
58457
145472
1094443
51485
776180
83201
559244
152028
12015
51878
58671
48763
47490
1443220
18464
243093
132723
169460
1063390
83743
52685
79540
7998
202757
348394
208766
155392
76738
48846
240464
53272
470643
117932
56034
68269
143571
26159
123386
42429
180759
75596
47599
628228
63405
210316
27381
160515
1550581
345245
706395
340979
56557
325111
47415
287170
118088
19609
50636
78640
83059
54765
118170
168281
972606
67813
84967
127534
48441
56953
163464
1515459
48987
1526205
870665
54504
319326
47163
64254
18205
18204
155773
170055
51886
70030
61355
76482
123963
121437
1017133
116694
338717
622790
133765
59459
334235
75384
143422
904173
7845
7
158552
59937
159110
159114
7087
56573
199400
1415102
42391
147931
132447
54130
123586
532707
254853
58829
867365
167907
179076
168713
162811
122576
118552
789379
569876
540875
130554
77495
50150
144514
10019
165075
559686
123616
59094
311419
18467
42134
302724
169735
169892
328305
118111
170387
68400
1472448
796045
550521
701989
161474
80714
55584
172867
55887
212402
1360986
121823
7054
1095846
1277774
945625
129491
157161
1530770
148949
78366
49347
49139
47566
118272
78787
318515
141732
167994
47148
952228
120836
79000
85259
130743
127910
53453
118289
68096
118004
123617
448554
51940
58673
9096
369881
119956
130866
46259
49649
211194
931204
1539962
475766
123572
350511
47161
49339
342614
417217
116461
47119
47118
62295
355607
159115
184663
1409
372664
7089
49193
133411
160170
49340
76143
254900
975051
48222
160544
52995
361092
257122
240012
125366
160826
428550
69728
72285
424816
117877
47132
230431
48386
363481
130029
859285
69813
1335673
130025
47744
122555
54893
979757
7036
291498
49025
58195
481693
131832
366894
900236
169179
50741
56289
133713
83201
482747
84292
55844
210118
157097
486380
48662
428417
161602
777371
521451
792988
58954
119344
544381
6937
57910
448510
802494
319384
53357
52111
52301
76332
64708
485918
347345
343573
1405129
47792
56455
9981
78559
60717
58724
166910
143150
47751
1262634
167784
58291
790591
67597
118056
62406
56955
320454
47344
1262159
429227
379836
131656
54599
131554
81975
60494
58332
6996
284428
51921
81974
48233
169349
974663
322588
85324
55593
53279
77085
123974
47178
120945
158023
46255
47125
151817
20315
75548
986245
123788
175173
160174
82358
217148
160808
84718
165869
166120
117858
499673
55437
91061
242256
131579
47562
144815
17009
14816
168617
14823
67439
77126
50999
162970
77154
53052
59806
48710
157223
62600
870498
48248
77496
143183
83577
51871
123032
77676
841651
77940
1493155
70036
773026
79359
118115
461461
60903
52572
321055
160855
274274
76607
209624
129371
58331
51891
162177
1421634
57891
563558
47746
975247
71953
194780
236942
119110
67720
127159
81769
47782
626211
26718
42158
36076
62920
51595
8520
42221
51452
57236
78539
119092
